"","XP","XM","log2FoldChange","pvalue","FDR","sig","start","end","chr"
"38","XP_022286148.1","XM_022430440.1",0.027222158811177,0.0759140703689843,0.901491354038629,"False",24556516,24566827,"NC_035780.1"
"39","XP_022286157.1","XM_022430449.1",-0.00552627980099725,0.492861562251223,0.999848345372641,"False",39796704,39800522,"NC_035784.1"
"40","XP_022286158.1","XM_022430450.1",0.0253558198359486,0.0114397532792058,0.427090333846573,"False",35845797,35849517,"NC_035780.1"
"41","XP_022286161.1","XM_022430453.1",0.00136708478807481,0.856281386027608,0.999848345372641,"False",32767938,32772322,"NC_035784.1"
"42","XP_022286162.1","XM_022430454.1",-0.00156499256367677,0.449528835798073,0.999848345372641,"False",87335282,87342660,"NC_035784.1"
"43","XP_022286163.1","XM_022430455.1",0.00083093424478216,0.92084808072923,0.999848345372641,"False",87335282,87342660,"NC_035784.1"
"44","XP_022286164.1","XM_022430456.1",-0.00469575338521455,0.380249817230623,0.999848345372641,"False",96131164,96139507,"NC_035784.1"
"45","XP_022286165.1","XM_022430457.1",-0.00283214840218724,0.744689154995195,0.999848345372641,"False",10004582,10020884,"NC_035784.1"
"46","XP_022286166.1","XM_022430458.1",0.0103426227087025,0.0955540424812129,0.957871655200073,"False",35845797,35849517,"NC_035780.1"
"47","XP_022286170.1","XM_022430462.1",-0.00210405045193691,0.653208250281368,0.999848345372641,"False",24244693,24252305,"NC_035784.1"
"48","XP_022286172.1","XM_022430464.1",-0.00264542450594069,0.49689667864876,0.999848345372641,"False",24252370,24252370,"NC_035784.1"
"49","XP_022286173.1","XM_022430465.1",0.0115298663528482,0.184956078157151,0.999848345372641,"False",25234248,25249409,"NC_035784.1"
"50","XP_022286174.1","XM_022430466.1",-0.000550755882938706,0.94136339015089,0.999848345372641,"False",25234248,25249409,"NC_035784.1"
"51","XP_022286175.1","XM_022430467.1",-0.0157030192071451,0.0197079574228942,0.546451835676811,"False",25234248,25249409,"NC_035784.1"
"52","XP_022286176.1","XM_022430468.1",-0.0249592912683694,0.0265089763409834,0.614861369097375,"False",25160858,25174863,"NC_035784.1"
"53","XP_022286177.1","XM_022430469.1",-0.00574447002305188,0.408403404533204,0.999848345372641,"False",25160858,25174863,"NC_035784.1"
"54","XP_022286178.1","XM_022430470.1",-0.000743774936323396,0.966889696996227,0.999848345372641,"False",18880680,18885334,"NC_035780.1"
"55","XP_022286179.1","XM_022430471.1",0.00516725942821122,0.753488926628895,0.999848345372641,"False",25252398,25261884,"NC_035784.1"
"56","XP_022286180.1","XM_022430472.1",-0.0162986763803451,0.241090869048879,0.999848345372641,"False",25220833,25228302,"NC_035784.1"
"57","XP_022286183.1","XM_022430475.1",0.00448837219211114,0.536675747973798,0.999848345372641,"False",25298306,25302127,"NC_035784.1"
"58","XP_022286186.1","XM_022430478.1",0.000554924203010226,0.929114252269759,0.999848345372641,"False",25302625,25308506,"NC_035784.1"
"59","XP_022286187.1","XM_022430479.1",0.00531072117852566,0.280640883837305,0.999848345372641,"False",25347489,25349088,"NC_035784.1"
"60","XP_022286188.1","XM_022430480.1",-0.00234510329125879,0.803140565522455,0.999848345372641,"False",25343233,25343490,"NC_035784.1"
"61","XP_022286189.1","XM_022430481.1",0.00766559338041946,0.46091509140193,0.999848345372641,"False",25138768,25157504,"NC_035784.1"
"62","XP_022286190.1","XM_022430482.1",0.00908224458702434,0.561281247530467,0.999848345372641,"False",29848908,29850037,"NC_035780.1"
"63","XP_022286191.1","XM_022430483.1",0.015554227878836,0.268296611734813,0.999848345372641,"False",57162762,57167287,"NC_035784.1"
"64","XP_022286194.1","XM_022430486.1",-0.00470445721522128,0.585266619930879,0.999848345372641,"False",73297091,73299003,"NC_035784.1"
"65","XP_022286195.1","XM_022430487.1",0.00403311291053893,0.172790655170853,0.999848345372641,"False",73308000,73308786,"NC_035784.1"
"66","XP_022286196.1","XM_022430488.1",0.000117249527525778,0.990923397080576,0.999848345372641,"False",15318314,15333554,"NC_035784.1"
"67","XP_022286197.1","XM_022430489.1",0.00691495934192141,0.363241430915414,0.999848345372641,"False",6843622,6847550,"NC_035784.1"
"68","XP_022286198.1","XM_022430490.1",-0.00139573434928162,0.722397500716222,0.999848345372641,"False",6843622,6847550,"NC_035784.1"
"69","XP_022286201.1","XM_022430493.1",0.000685702967376343,0.934221633138457,0.999848345372641,"False",80696566,80708913,"NC_035784.1"
"70","XP_022286203.1","XM_022430495.1",0.00127337560893272,0.33431134012355,0.999848345372641,"False",69759586,69766336,"NC_035784.1"
"71","XP_022286204.1","XM_022430496.1",-0.0087416113126316,0.228560536244976,0.999848345372641,"False",69759586,69766489,"NC_035784.1"
"72","XP_022286206.1","XM_022430498.1",0.000520865546099531,0.766256893091946,0.999848345372641,"False",69761083,69766336,"NC_035784.1"
"73","XP_022286208.1","XM_022430500.1",-0.00333555795903575,0.528386397099018,0.999848345372641,"False",52039841,52044803,"NC_035784.1"
"74","XP_022286211.1","XM_022430503.1",-0.00176722845149654,0.768720474766389,0.999848345372641,"False",24977356,24977356,"NC_035784.1"
"75","XP_022286212.1","XM_022430504.1",0.00216541842805245,0.238446138292451,0.999848345372641,"False",24967087,24967087,"NC_035784.1"
"76","XP_022286216.1","XM_022430508.1",-0.000155204873909284,0.930149015096895,0.999848345372641,"False",95403266,95433572,"NC_035784.1"
"77","XP_022286221.1","XM_022430513.1",-0.00088466887580503,0.667902374211084,0.999848345372641,"False",95502039,95546673,"NC_035784.1"
"78","XP_022286225.1","XM_022430517.1",0.000391757787900231,0.680037379024204,0.999848345372641,"False",95490679,95621619,"NC_035784.1"
"79","XP_022286226.1","XM_022430518.1",0.00271693752758593,0.431175020532919,0.999848345372641,"False",95490679,95621619,"NC_035784.1"
"80","XP_022286227.1","XM_022430519.1",-0.00357348583885777,0.492875533753461,0.999848345372641,"False",95490679,95496485,"NC_035784.1"
"81","XP_022286229.1","XM_022430521.1",0.00136231634910743,0.825155484166009,0.999848345372641,"False",73451996,73457257,"NC_035784.1"
"82","XP_022286230.1","XM_022430522.1",-7.87180790667574e-05,0.964509997005898,0.999848345372641,"False",3390089,3394474,"NC_035784.1"
"83","XP_022286231.1","XM_022430523.1",-0.00257047829233311,0.583009644349526,0.999848345372641,"False",43145475,43152222,"NC_035784.1"
"84","XP_022286232.1","XM_022430524.1",0.00126254221109477,0.34289293585865,0.999848345372641,"False",43145475,43152222,"NC_035784.1"
"85","XP_022286233.1","XM_022430525.1",0.0186358592612724,0.15409957617994,0.999848345372641,"False",30414173,30427593,"NC_035784.1"
"86","XP_022286235.1","XM_022430527.1",-0.00262884916208676,0.64282843824107,0.999848345372641,"False",91089715,91091062,"NC_035784.1"
"87","XP_022286237.1","XM_022430529.1",-0.673071154221358,1.28902712831317e-05,0.00453374729145202,"False",63727133,63727133,"NC_035780.1"
"88","XP_022286239.1","XM_022430531.1",-0.00729106665055219,0.309286455860794,0.999848345372641,"False",42967474,42977582,"NC_035784.1"
"89","XP_022286242.1","XM_022430534.1",-0.0170627460434995,0.0384011467656622,0.711942255395202,"False",80489097,80508703,"NC_035784.1"
"90","XP_022286243.1","XM_022430535.1",0.00854210916693712,0.0128242126315867,0.454059955207636,"False",80489097,80499440,"NC_035784.1"
"91","XP_022286245.1","XM_022430537.1",-0.00123477038944884,0.622738450737812,0.999848345372641,"False",80489097,80506688,"NC_035784.1"
"92","XP_022286249.1","XM_022430541.1",-0.00688584879885011,0.23699208076156,0.999848345372641,"False",10394056,10397180,"NC_035784.1"
"93","XP_022286250.1","XM_022430542.1",-0.0060052241933837,0.154881390240281,0.999848345372641,"False",56765721,56798331,"NC_035780.1"
"94","XP_022286252.1","XM_022430544.1",-0.0100991514607295,0.236093420991796,0.999848345372641,"False",2052220,2059221,"NC_035784.1"
"95","XP_022286253.1","XM_022430545.1",0.000338794845584131,0.950382654720022,0.999848345372641,"False",26423186,26442432,"NC_035784.1"
"96","XP_022286255.1","XM_022430547.1",0.00136579892856442,0.627435929983945,0.999848345372641,"False",330491,386815,"NC_035784.1"
"97","XP_022286258.1","XM_022430550.1",-0.000336221127177287,0.931101179470654,0.999848345372641,"False",330491,386815,"NC_035784.1"
"98","XP_022286259.1","XM_022430551.1",0.00851258338302907,0.336914440599742,0.999848345372641,"False",56765721,56798331,"NC_035780.1"
"99","XP_022286261.1","XM_022430553.1",0.000468348111005319,0.752999705144203,0.999848345372641,"False",332145,386815,"NC_035784.1"
"100","XP_022286264.1","XM_022430556.1",0.00519349720444007,0.355887578061779,0.999848345372641,"False",376203,386815,"NC_035784.1"
"101","XP_022286267.1","XM_022430559.1",-0.00131593996299369,0.545640295877472,0.999848345372641,"False",369112,386815,"NC_035784.1"
"102","XP_022286272.1","XM_022430564.1",-0.00986000794533697,0.0786647824857907,0.912717316357368,"False",354999,386815,"NC_035784.1"
"103","XP_022286273.1","XM_022430565.1",-1.0306458165543,0.00386142962978211,0.238421772708418,"False",56762331,56763551,"NC_035780.1"
"104","XP_022286276.1","XM_022430568.1",0.0102502974359792,0.402147427756178,0.999848345372641,"False",60830447,60833991,"NC_035784.1"
"105","XP_022286277.1","XM_022430569.1",0.00800667551504733,0.111749084006,0.999848345372641,"False",29390460,29393197,"NC_035784.1"
"106","XP_022286279.1","XM_022430571.1",0.00856216390462686,0.09740598494531,0.960720421558044,"False",13291224,13317267,"NC_035784.1"
"107","XP_022286280.1","XM_022430572.1",0.000668677565888923,0.861464569255532,0.999848345372641,"False",39631267,39653497,"NC_035784.1"
"108","XP_022286281.1","XM_022430573.1",-0.00486172461837238,0.360819897732637,0.999848345372641,"False",10767517,10779452,"NC_035780.1"
"109","XP_022286282.1","XM_022430574.1",-0.00202194282259515,0.444213376699006,0.999848345372641,"False",39617601,39630893,"NC_035784.1"
"110","XP_022286284.1","XM_022430576.1",-0.00812104981293738,0.211245429291623,0.999848345372641,"False",78724795,78724795,"NC_035784.1"
"111","XP_022286285.1","XM_022430577.1",-0.000748674847075368,0.874724241366423,0.999848345372641,"False",78724795,78724795,"NC_035784.1"
"112","XP_022286287.1","XM_022430579.1",0.000553516949049704,0.82386237712591,0.999848345372641,"False",78724795,78724795,"NC_035784.1"
"113","XP_022286288.1","XM_022430580.1",-0.00259944482779981,0.476564976937262,0.999848345372641,"False",78724795,78724795,"NC_035784.1"
"114","XP_022286289.1","XM_022430581.1",0.000776770945298098,0.239476644837891,0.999848345372641,"False",78724795,78724795,"NC_035784.1"
"115","XP_022286290.1","XM_022430582.1",0.00738078909152705,0.352944107172727,0.999848345372641,"False",95992416,96003122,"NC_035784.1"
"116","XP_022286292.1","XM_022430584.1",-0.0156084522001865,0.105973506722728,0.983573468530251,"False",13604956,13608400,"NC_035784.1"
"117","XP_022286293.1","XM_022430585.1",0.0127043853177711,0.131994917700861,0.999848345372641,"False",69081208,69082920,"NC_035784.1"
"118","XP_022286294.1","XM_022430586.1",0.00093068118592947,0.586941362964479,0.999848345372641,"False",33511755,33516697,"NC_035780.1"
"119","XP_022286295.1","XM_022430587.1",0.00289314522534023,0.0192356744418,0.53910187005129,"False",2070290,2071915,"NC_035784.1"
"120","XP_022286297.1","XM_022430589.1",-0.000727073979789425,0.932582313624188,0.999848345372641,"False",81408700,81415447,"NC_035784.1"
"121","XP_022286300.1","XM_022430592.1",-0.00741939129540926,0.63674560353255,0.999848345372641,"False",8382855,8385747,"NC_035784.1"
"122","XP_022286301.1","XM_022430593.1",-0.00749465021112128,0.60854811697471,0.999848345372641,"False",66563238,66564624,"NC_035784.1"
"123","XP_022286302.1","XM_022430594.1",-0.00276334215604406,0.537020422453983,0.999848345372641,"False",33511755,33516697,"NC_035780.1"
"124","XP_022286303.1","XM_022430595.1",0.00510036294436053,0.580954268779342,0.999848345372641,"False",57733764,57734546,"NC_035784.1"
"125","XP_022286304.1","XM_022430596.1",-0.00224919955025751,0.75089652440598,0.999848345372641,"False",83050250,83060044,"NC_035784.1"
"126","XP_022286305.1","XM_022430597.1",0.000528416849732911,0.954454478599627,0.999848345372641,"False",61436278,61446934,"NC_035784.1"
"127","XP_022286307.1","XM_022430599.1",-0.00915803036611644,0.225323832112396,0.999848345372641,"False",91030232,91031886,"NC_035784.1"
"128","XP_022286309.1","XM_022430601.1",0.00594577478158331,0.582927974618904,0.999848345372641,"False",43029216,43040089,"NC_035784.1"
"129","XP_022286310.1","XM_022430602.1",-0.0029978405205719,0.708445798695289,0.999848345372641,"False",50463899,50463899,"NC_035784.1"
"130","XP_022286311.1","XM_022430603.1",0.0131917001630845,0.0065522684199119,0.319017733271846,"False",14449070,14455745,"NC_035780.1"
"131","XP_022286313.1","XM_022430605.1",0.000117054513368841,0.974195005890202,0.999848345372641,"False",18213234,18224889,"NC_035784.1"
"132","XP_022286314.1","XM_022430606.1",-0.00675012761812383,0.31197569597719,0.999848345372641,"False",18213234,18224889,"NC_035784.1"
"133","XP_022286315.1","XM_022430607.1",-0.654684614676182,0.00166757341884549,0.15207210803097,"False",18212970,18224889,"NC_035784.1"
"134","XP_022286316.1","XM_022430608.1",-0.00966685374134973,0.205055237213866,0.999848345372641,"False",18212970,18224889,"NC_035784.1"
"135","XP_022286317.1","XM_022430609.1",0.00111679950676701,0.665987430338075,0.999848345372641,"False",18213234,18224889,"NC_035784.1"
"136","XP_022286319.1","XM_022430611.1",0.0166939989992258,0.0700380282462986,0.877050598284974,"False",18213234,18226136,"NC_035784.1"
"137","XP_022286320.1","XM_022430612.1",-0.00268838779360518,0.341148166747757,0.999848345372641,"False",18213234,18226136,"NC_035784.1"
"138","XP_022286321.1","XM_022430613.1",-0.00438966661432799,0.508770808934427,0.999848345372641,"False",18213234,18226136,"NC_035784.1"
"139","XP_022286322.1","XM_022430614.1",-0.94750195879733,0.00113605305386743,0.114909366286605,"False",18213234,18226136,"NC_035784.1"
"140","XP_022286323.1","XM_022430615.1",0.00294438693896547,0.79734676145489,0.999848345372641,"False",18213234,18224889,"NC_035784.1"
"141","XP_022286324.1","XM_022430616.1",-0.00845307826767364,0.326640657504901,0.999848345372641,"False",18213234,18224248,"NC_035784.1"
"142","XP_022286326.1","XM_022430618.1",0.000134683349530312,0.932317074762516,0.999848345372641,"False",14443290,14448324,"NC_035780.1"
"143","XP_022286327.1","XM_022430619.1",-9.23882863315416e-05,0.956355079925085,0.999848345372641,"False",18213234,18224239,"NC_035784.1"
"144","XP_022286328.1","XM_022430620.1",-0.0324394637700009,0.00928222312216888,0.382348610737719,"False",18213234,18224248,"NC_035784.1"
"145","XP_022286329.1","XM_022430621.1",-0.0209020339494913,0.0713253234582252,0.880383206662601,"False",18213234,18226136,"NC_035784.1"
"146","XP_022286330.1","XM_022430622.1",-0.00378063447683987,0.369033611534755,0.999848345372641,"False",38094407,38103274,"NC_035784.1"
"147","XP_022286334.1","XM_022430626.1",0.00225066121114826,0.505830071553359,0.999848345372641,"False",38094407,38103274,"NC_035784.1"
"148","XP_022286335.1","XM_022430627.1",-0.00123513924949146,0.630759026689167,0.999848345372641,"False",38094407,38103274,"NC_035784.1"
"149","XP_022286336.1","XM_022430628.1",-0.000227880044414853,0.974756408458053,0.999848345372641,"False",1715993,1728865,"NC_035784.1"
"150","XP_022286338.1","XM_022430630.1",-0.00825058078723389,0.0445822368993177,0.757954834176385,"False",48386345,48392293,"NC_035780.1"
"151","XP_022286339.1","XM_022430631.1",0.0100442998118963,0.34331557008532,0.999848345372641,"False",8937008,8946397,"NC_035784.1"
"152","XP_022286342.1","XM_022430634.1",-0.0080223968849815,0.464465646103879,0.999848345372641,"False",7571982,7577633,"NC_035784.1"
"153","XP_022286343.1","XM_022430635.1",0.00137978198802123,0.0266698205770149,0.614861369097375,"False",95626805,95626805,"NC_035784.1"
"154","XP_022286345.1","XM_022430637.1",0.00370719093406283,0.542955762347368,0.999848345372641,"False",64507021,64512545,"NC_035784.1"
"155","XP_022286349.1","XM_022430641.1",0.00714737306779987,0.504518017291901,0.999848345372641,"False",52698345,52699035,"NC_035784.1"
"156","XP_022286350.1","XM_022430642.1",-0.0218146797992875,0.0205186910714838,0.557107674593048,"False",2380747,2390900,"NC_035780.1"
"157","XP_022286351.1","XM_022430643.1",-0.0017274634601776,0.840721317446137,0.999848345372641,"False",50725589,50734829,"NC_035784.1"
"158","XP_022286352.1","XM_022430644.1",-0.00754168948343197,0.481266053618855,0.999848345372641,"False",32243245,32257253,"NC_035784.1"
"159","XP_022286353.1","XM_022430645.1",-0.00412500562833673,0.695981041176682,0.999848345372641,"False",71374236,71381141,"NC_035784.1"
"160","XP_022286356.1","XM_022430648.1",0.00983109420387603,0.308254089616287,0.999848345372641,"False",32475094,32482273,"NC_035784.1"
"161","XP_022286357.1","XM_022430649.1",0.0100687920741877,0.517517148642403,0.999848345372641,"False",980478,986066,"NC_035784.1"
"162","XP_022286358.1","XM_022430650.1",-0.00101967007422016,0.917847186802879,0.999848345372641,"False",27674130,27720298,"NC_035784.1"
"163","XP_022286359.1","XM_022430651.1",-0.0186041343384181,0.224801208956971,0.999848345372641,"False",58885105,58892691,"NC_035784.1"
"164","XP_022286361.1","XM_022430653.1",-0.000754321526554268,0.934541159602988,0.999848345372641,"False",31010433,31103313,"NC_035780.1"
"165","XP_022286362.1","XM_022430654.1",0.01528827190327,0.299049873666197,0.999848345372641,"False",62998643,63007193,"NC_035784.1"
"166","XP_022286363.1","XM_022430655.1",0.0102466620663613,0.241935409607923,0.999848345372641,"False",62996337,62997986,"NC_035784.1"
"167","XP_022286364.1","XM_022430656.1",0.00231417014305599,0.31009862748355,0.999848345372641,"False",93454090,93464950,"NC_035784.1"
"168","XP_022286365.1","XM_022430657.1",0.00514505658536828,0.000217409932085684,0.0370344773985401,"False",93454090,93464024,"NC_035784.1"
"169","XP_022286367.1","XM_022430659.1",0.00168233710297512,0.0324677506117275,0.667622479651026,"False",93454090,93464024,"NC_035784.1"
"170","XP_022286368.1","XM_022430660.1",-0.00229815280134342,0.427036517354357,0.999848345372641,"False",93454090,93464024,"NC_035784.1"
"171","XP_022286370.1","XM_022430662.1",0.00362791164990859,0.12215113340112,0.999848345372641,"False",93454090,93464024,"NC_035784.1"
"172","XP_022286371.1","XM_022430663.1",0.0033384917487833,0.239536995865401,0.999848345372641,"False",31010433,31103313,"NC_035780.1"
"173","XP_022286373.1","XM_022430665.1",-0.00210287097260507,0.761298296033633,0.999848345372641,"False",88428583,88428583,"NC_035784.1"
"174","XP_022286374.1","XM_022430666.1",-0.0124363784964034,0.273172946167209,0.999848345372641,"False",22593795,22599757,"NC_035784.1"
"175","XP_022286375.1","XM_022430667.1",-0.00568372599825173,0.39133711678369,0.999848345372641,"False",75252766,75255994,"NC_035784.1"
"176","XP_022286376.1","XM_022430668.1",0.00409422218615156,0.71099714627758,0.999848345372641,"False",75252766,75255994,"NC_035784.1"
"177","XP_022286377.1","XM_022430669.1",0.00188150201319913,0.606334414858864,0.999848345372641,"False",75252766,75255994,"NC_035784.1"
"178","XP_022286378.1","XM_022430670.1",-0.00467944268172481,0.35881843150731,0.999848345372641,"False",560911,568387,"NC_035784.1"
"179","XP_022286379.1","XM_022430671.1",0.00113121715046552,0.647574704173701,0.999848345372641,"False",31010433,31053365,"NC_035780.1"
"180","XP_022286381.1","XM_022430673.1",-0.00132329311765114,0.749934892315081,0.999848345372641,"False",2909702,2933367,"NC_035784.1"
"181","XP_022286383.1","XM_022430675.1",-0.00114839571453893,0.775445002131198,0.999848345372641,"False",31010433,31059398,"NC_035780.1"
"182","XP_022286385.1","XM_022430677.1",0.002603163608007,0.599796091265967,0.999848345372641,"False",31109916,31231853,"NC_035780.1"
"183","XP_022286386.1","XM_022430678.1",-0.00363945987878181,0.187504693846338,0.999848345372641,"False",11619836,11623949,"NC_035780.1"
"184","XP_022286387.1","XM_022430679.1",0.00438147262731623,0.0645239034044263,0.854201448201722,"False",17038854,17040076,"NC_035780.1"
"185","XP_022286389.1","XM_022430681.1",-0.000828413964440574,0.937585186061573,0.999848345372641,"False",11625875,11628535,"NC_035780.1"
"186","XP_022286390.1","XM_022430682.1",-0.00692656176734931,0.750613429391413,0.999848345372641,"False",61372303,61379193,"NC_035780.1"
"187","XP_022286391.1","XM_022430683.1",0.0142788015725085,0.0157623527408284,0.495393156272468,"False",55786726,55791288,"NC_035780.1"
"188","XP_022286394.1","XM_022430686.1",0.00996651337047531,0.316253157951474,0.999848345372641,"False",55793924,55794292,"NC_035780.1"
"189","XP_022286399.1","XM_022430691.1",0.0035814312289936,0.57836463447734,0.999848345372641,"False",7935582,7960444,"NC_035780.1"
"190","XP_022286400.1","XM_022430692.1",-0.0041675018677858,0.365396432427302,0.999848345372641,"False",3367836,3375761,"NC_035785.1"
"191","XP_022286403.1","XM_022430695.1",-0.000293341480135305,0.698370434511932,0.999848345372641,"False",43449517,43466721,"NC_035785.1"
"192","XP_022286405.1","XM_022430697.1",-0.00831938796543162,0.32165542512987,0.999848345372641,"False",33602565,33612635,"NC_035785.1"
"193","XP_022286408.1","XM_022430700.1",-0.0131606013604591,0.133659572415736,0.999848345372641,"False",58791576,58795947,"NC_035780.1"
"194","XP_022286409.1","XM_022430701.1",0.00447250093097588,0.371562522878939,0.999848345372641,"False",45418947,45424509,"NC_035785.1"
"195","XP_022286413.1","XM_022430705.1",0.00798469524103116,0.233049072443604,0.999848345372641,"False",42646269,42660911,"NC_035785.1"
"196","XP_022286414.1","XM_022430706.1",-0.00297178736700642,0.649614001329132,0.999848345372641,"False",42646269,42660911,"NC_035785.1"
"197","XP_022286416.1","XM_022430708.1",-0.000829451883343807,0.940369296722763,0.999848345372641,"False",42668900,42677969,"NC_035785.1"
"198","XP_022286417.1","XM_022430709.1",0.00159265274884455,0.486874957281689,0.999848345372641,"False",42668900,42677969,"NC_035785.1"
"199","XP_022286419.1","XM_022430711.1",-0.00276571906716738,0.60295545153265,0.999848345372641,"False",1736845,1738027,"NC_035785.1"
"200","XP_022286424.1","XM_022430716.1",-0.00539942648952991,0.466428614472209,0.999848345372641,"False",58791576,58795947,"NC_035780.1"
"201","XP_022286426.1","XM_022430718.1",-0.000494437831821852,0.868247233472778,0.999848345372641,"False",24987283,24988951,"NC_035785.1"
"202","XP_022286427.1","XM_022430719.1",-0.0116050192128098,0.259979538144158,0.999848345372641,"False",11500123,11500123,"NC_035785.1"
"203","XP_022286428.1","XM_022430720.1",0.000992692425899577,0.713365589391784,0.999848345372641,"False",24704932,24735275,"NC_035785.1"
"204","XP_022286429.1","XM_022430721.1",-0.00049562181013645,0.687999963657919,0.999848345372641,"False",24704932,24735275,"NC_035785.1"
"205","XP_022286430.1","XM_022430722.1",0.000584910518438833,0.794471791080769,0.999848345372641,"False",24718888,24735275,"NC_035785.1"
"206","XP_022286431.1","XM_022430723.1",0.00490763891595042,0.616305798669302,0.999848345372641,"False",33545962,33551055,"NC_035785.1"
