Module	Section	Sample Name	Source
Picard	DuplicationMetrics	LOLA_3-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_3_dup_metrics.txt
Picard	DuplicationMetrics	LOLA_4-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_4_dup_metrics.txt
Picard	DuplicationMetrics	LOLA_5-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_5_dup_metrics.txt
Picard	DuplicationMetrics	LOLA_6-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_6_dup_metrics.txt
Picard	DuplicationMetrics	NEH_1-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_1_dup_metrics.txt
Picard	DuplicationMetrics	NEH_2-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_2_dup_metrics.txt
Picard	DuplicationMetrics	NEH_3-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_3_dup_metrics.txt
Picard	DuplicationMetrics	NEH_4-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_4_dup_metrics.txt
Picard	DuplicationMetrics	NEH_5-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_5_dup_metrics.txt
Picard	DuplicationMetrics	NEH_6-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_6_dup_metrics.txt
Picard	DuplicationMetrics	NG_NH0H4-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH0H4_dup_metrics.txt
Picard	DuplicationMetrics	NG_NH2F6-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH2F6_dup_metrics.txt
Picard	DuplicationMetrics	NG_NH2F8-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH2F8_dup_metrics.txt
Picard	DuplicationMetrics	NG_NH2M1-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH2M1_dup_metrics.txt
Picard	DuplicationMetrics	OBOYS2_1-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_1_dup_metrics.txt
Picard	DuplicationMetrics	OBOYS2_2-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_2_dup_metrics.txt
Picard	DuplicationMetrics	OBOYS2_3-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_3_dup_metrics.txt
Picard	DuplicationMetrics	OBOYS2_4-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_4_dup_metrics.txt
Picard	DuplicationMetrics	OBOYS2_5-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_5_dup_metrics.txt
Picard	DuplicationMetrics	OBOYS2_6-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_6_dup_metrics.txt
Picard	DuplicationMetrics	SL_1-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_1_dup_metrics.txt
Picard	DuplicationMetrics	SL_2-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_2_dup_metrics.txt
Picard	DuplicationMetrics	SL_3-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_3_dup_metrics.txt
Picard	DuplicationMetrics	SL_4-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_4_dup_metrics.txt
Picard	DuplicationMetrics	SL_5-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_5_dup_metrics.txt
Picard	DuplicationMetrics	SL_6-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_6_dup_metrics.txt
Picard	DuplicationMetrics	SM_10-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_10_dup_metrics.txt
Picard	DuplicationMetrics	SM_11-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_11_dup_metrics.txt
Picard	DuplicationMetrics	SM_12-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_12_dup_metrics.txt
Picard	DuplicationMetrics	SM_7-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_7_dup_metrics.txt
Picard	DuplicationMetrics	SM_8-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_8_dup_metrics.txt
Picard	DuplicationMetrics	SM_9-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_9_dup_metrics.txt
Picard	DuplicationMetrics	UMFS_1-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_1_dup_metrics.txt
Picard	DuplicationMetrics	UMFS_2-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_2_dup_metrics.txt
Picard	DuplicationMetrics	UMFS_3-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_3_dup_metrics.txt
Picard	DuplicationMetrics	UMFS_4-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_4_dup_metrics.txt
Picard	DuplicationMetrics	UMFS_5-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_5_dup_metrics.txt
Picard	DuplicationMetrics	UMFS_6-RG	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_6_dup_metrics.txt
Samtools	idxstats	CL_1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_1.F.bam.idxstats
Samtools	idxstats	CL_2.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_2.F.bam.idxstats
Samtools	idxstats	CL_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_3.F.bam.idxstats
Samtools	idxstats	CL_4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_4.F.bam.idxstats
Samtools	idxstats	CL_5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_5.F.bam.idxstats
Samtools	idxstats	CL_6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_6.F.bam.idxstats
Samtools	idxstats	CLP_1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_1.F.bam.idxstats
Samtools	idxstats	CLP_2.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_2.F.bam.idxstats
Samtools	idxstats	CLP_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_3.F.bam.idxstats
Samtools	idxstats	CLP_4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_4.F.bam.idxstats
Samtools	idxstats	CLP_5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_5.F.bam.idxstats
Samtools	idxstats	CLP_6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_6.F.bam.idxstats
Samtools	idxstats	CS_1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_1.F.bam.idxstats
Samtools	idxstats	CS_2.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_2.F.bam.idxstats
Samtools	idxstats	CS_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_3.F.bam.idxstats
Samtools	idxstats	CS_5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_5.F.bam.idxstats
Samtools	idxstats	CS_6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_6.F.bam.idxstats
Samtools	idxstats	CS_7.F	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_7.F.bam.idxstats
Samtools	idxstats	DEBY_1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_1.F.bam.idxstats
Samtools	idxstats	DEBY_2.F	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_2.F.bam.idxstats
Samtools	idxstats	DEBY_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_3.F.bam.idxstats
Samtools	idxstats	DEBY_4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_4.F.bam.idxstats
Samtools	idxstats	DEBY_5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_5.F.bam.idxstats
Samtools	idxstats	DEBY_6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_6.F.bam.idxstats
Samtools	idxstats	HC_1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_1.F.bam.idxstats
Samtools	idxstats	HC_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_3.F.bam.idxstats
Samtools	idxstats	HC_4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_4.F.bam.idxstats
Samtools	idxstats	HC_5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_5.F.bam.idxstats
Samtools	idxstats	HC_6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_6.F.bam.idxstats
Samtools	idxstats	HC_7.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_7.F.bam.idxstats
Samtools	idxstats	HC_VA_1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_1.F.bam.idxstats
Samtools	idxstats	HC_VA_2.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_2.F.bam.idxstats
Samtools	idxstats	HC_VA_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_3.F.bam.idxstats
Samtools	idxstats	HC_VA_4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_4.F.bam.idxstats
Samtools	idxstats	HC_VA_5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_5.F.bam.idxstats
Samtools	idxstats	HC_VA_6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_6.F.bam.idxstats
Samtools	idxstats	HG_HG0F2.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HG_HG0F2.F.bam.idxstats
Samtools	idxstats	HG_HG2F1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HG_HG2F1.F.bam.idxstats
Samtools	idxstats	HG_HG2M5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HG_HG2M5.F.bam.idxstats
Samtools	idxstats	HI_1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_1.F.bam.idxstats
Samtools	idxstats	HI_2.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_2.F.bam.idxstats
Samtools	idxstats	HI_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_3.F.bam.idxstats
Samtools	idxstats	HI_4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_4.F.bam.idxstats
Samtools	idxstats	HI_5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_5.F.bam.idxstats
Samtools	idxstats	HI_6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_6.F.bam.idxstats
Samtools	idxstats	LM_1_pool.F	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_1_pool.F.bam.idxstats
Samtools	idxstats	LM_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_3.F.bam.idxstats
Samtools	idxstats	LM_4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_4.F.bam.idxstats
Samtools	idxstats	LM_7.F	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_7.F.bam.idxstats
Samtools	idxstats	LM_8.F	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_8.F.bam.idxstats
Samtools	idxstats	LOLA_1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_1.F.bam.idxstats
Samtools	idxstats	LOLA_2.F	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_2.F.bam.idxstats
Samtools	idxstats	LOLA_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_3.F.bam.idxstats
Samtools	idxstats	LOLA_4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_4.F.bam.idxstats
Samtools	idxstats	LOLA_5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_5.F.bam.idxstats
Samtools	idxstats	LOLA_6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_6.F.bam.idxstats
Samtools	idxstats	NEH_1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_1.F.bam.idxstats
Samtools	idxstats	NEH_2.F	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_2.F.bam.idxstats
Samtools	idxstats	NEH_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_3.F.bam.idxstats
Samtools	idxstats	NEH_4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_4.F.bam.idxstats
Samtools	idxstats	NEH_5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_5.F.bam.idxstats
Samtools	idxstats	NEH_6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_6.F.bam.idxstats
Samtools	idxstats	SL_1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_1.F.bam.idxstats
Samtools	idxstats	NG_NH0H4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH0H4.F.bam.idxstats
Samtools	idxstats	NG_NH2F6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH2F6.F.bam.idxstats
Samtools	idxstats	NG_NH2F8.F	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH2F8.F.bam.idxstats
Samtools	idxstats	NG_NH2M1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH2M1.F.bam.idxstats
Samtools	idxstats	OBOYS2_1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_1.F.bam.idxstats
Samtools	idxstats	OBOYS2_2.F	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_2.F.bam.idxstats
Samtools	idxstats	OBOYS2_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_3.F.bam.idxstats
Samtools	idxstats	OBOYS2_4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_4.F.bam.idxstats
Samtools	idxstats	OBOYS2_5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_5.F.bam.idxstats
Samtools	idxstats	OBOYS2_6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_6.F.bam.idxstats
Samtools	idxstats	SL_2.F	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_2.F.bam.idxstats
Samtools	idxstats	SL_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_3.F.bam.idxstats
Samtools	idxstats	SL_4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_4.F.bam.idxstats
Samtools	idxstats	SL_5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_5.F.bam.idxstats
Samtools	idxstats	SL_6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_6.F.bam.idxstats
Samtools	idxstats	SM_10.F	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_10.F.bam.idxstats
Samtools	idxstats	SM_11.F	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_11.F.bam.idxstats
Samtools	idxstats	SM_12.F	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_12.F.bam.idxstats
Samtools	idxstats	SM_7.F	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_7.F.bam.idxstats
Samtools	idxstats	SM_8.F	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_8.F.bam.idxstats
Samtools	idxstats	SM_9.F	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_9.F.bam.idxstats
Samtools	idxstats	UMFS_1.F	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_1.F.bam.idxstats
Samtools	idxstats	UMFS_2.F	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_2.F.bam.idxstats
Samtools	idxstats	UMFS_3.F	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_3.F.bam.idxstats
Samtools	idxstats	UMFS_4.F	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_4.F.bam.idxstats
Samtools	idxstats	UMFS_5.F	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_5.F.bam.idxstats
Samtools	idxstats	UMFS_6.F	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_6.F.bam.idxstats
FastQC	all_sections	CL_1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_1.R1_fastqc.zip
FastQC	all_sections	CL_1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_1.R2_fastqc.zip
FastQC	all_sections	CL_2.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_2.R1_fastqc.zip
FastQC	all_sections	CL_2.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_2.R2_fastqc.zip
FastQC	all_sections	CL_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_3.R1_fastqc.zip
FastQC	all_sections	CL_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_3.R2_fastqc.zip
FastQC	all_sections	CL_4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_4.R1_fastqc.zip
FastQC	all_sections	CL_4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_4.R2_fastqc.zip
FastQC	all_sections	CL_5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_5.R1_fastqc.zip
FastQC	all_sections	CL_5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_5.R2_fastqc.zip
FastQC	all_sections	CL_6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_6.R1_fastqc.zip
FastQC	all_sections	CL_6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CL_6.R2_fastqc.zip
FastQC	all_sections	CLP_1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_1.R1_fastqc.zip
FastQC	all_sections	CLP_1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_1.R2_fastqc.zip
FastQC	all_sections	CLP_2.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_2.R1_fastqc.zip
FastQC	all_sections	CLP_2.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_2.R2_fastqc.zip
FastQC	all_sections	CLP_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_3.R1_fastqc.zip
FastQC	all_sections	CLP_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_3.R2_fastqc.zip
FastQC	all_sections	CLP_4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_4.R1_fastqc.zip
FastQC	all_sections	CLP_4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_4.R2_fastqc.zip
FastQC	all_sections	CLP_5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_5.R1_fastqc.zip
FastQC	all_sections	CLP_5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_5.R2_fastqc.zip
FastQC	all_sections	CLP_6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_6.R1_fastqc.zip
FastQC	all_sections	CLP_6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CLP_6.R2_fastqc.zip
FastQC	all_sections	CS_1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_1.R1_fastqc.zip
FastQC	all_sections	CS_1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_1.R2_fastqc.zip
FastQC	all_sections	CS_2.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_2.R1_fastqc.zip
FastQC	all_sections	CS_2.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_2.R2_fastqc.zip
FastQC	all_sections	CS_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_3.R1_fastqc.zip
FastQC	all_sections	CS_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_3.R2_fastqc.zip
FastQC	all_sections	CS_5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_5.R1_fastqc.zip
FastQC	all_sections	CS_5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_5.R2_fastqc.zip
FastQC	all_sections	CS_6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_6.R1_fastqc.zip
FastQC	all_sections	CS_6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_6.R2_fastqc.zip
FastQC	all_sections	CS_7.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_7.R1_fastqc.zip
FastQC	all_sections	CS_7.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/CS_7.R2_fastqc.zip
FastQC	all_sections	DEBY_1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_1.R1_fastqc.zip
FastQC	all_sections	DEBY_1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_1.R2_fastqc.zip
FastQC	all_sections	DEBY_2.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_2.R1_fastqc.zip
FastQC	all_sections	DEBY_2.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_2.R2_fastqc.zip
FastQC	all_sections	DEBY_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_3.R1_fastqc.zip
FastQC	all_sections	DEBY_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_3.R2_fastqc.zip
