CHR,POS1,POS2,N_INDV,R^2
NC_035780.1,6535900,6536400,90,0.00234656
NC_035780.1,6536281,6536781,90,0.0077486
NC_035780.1,6536781,6537281,90,0.0352745
NC_035780.1,6537141,6537641,90,0.0419084
NC_035780.1,6537249,6537749,90,0.00381215
NC_035780.1,6537281,6537781,90,0.306174
NC_035780.1,6537376,6537876,90,0.0111617
NC_035780.1,6537611,6538111,90,0.0636357
NC_035780.1,6538973,6539473,90,0.00120175
NC_035780.1,6541255,6541755,90,0.0450238
NC_035780.1,6541278,6541778,90,0.014321
NC_035780.1,6542024,6542524,90,0.0713603
NC_035780.1,6568575,6569075,90,0.0837425
NC_035780.1,6568997,6569497,90,0.0730091
NC_035780.1,6569695,6570195,90,0.0914384
NC_035780.1,6574575,6575075,90,0.000429696
NC_035780.1,6574680,6575180,90,0.0274755
NC_035780.1,6575164,6575664,90,0.02246
NC_035780.1,6575172,6575672,90,0.0041894
NC_035780.1,6575188,6575688,90,6.78E-05
NC_035780.1,6575398,6575898,90,0.00019341
NC_035780.1,6575626,6576126,90,7.09E-05
NC_035780.1,6575963,6576463,90,0.00212857
NC_035780.1,6576025,6576525,90,0.01098
NC_035780.1,6578509,6579009,90,0.00130482
NC_035780.1,6582116,6582616,90,0.00587872
NC_035780.1,6582126,6582626,90,0.0420312
NC_035780.1,6582133,6582633,90,0.0216636
NC_035780.1,6582239,6582739,90,0.0217103
NC_035780.1,6582591,6583091,90,0.0554494
NC_035780.1,6582693,6583193,90,0.00259269
NC_035780.1,6582788,6583288,90,0.0173106
NC_035780.1,6582908,6583408,90,0.131224
NC_035780.1,6582985,6583485,90,0.0626694
NC_035780.1,6583254,6583754,90,0.276051
NC_035780.1,6583500,6584000,90,0.0229103
NC_035780.1,6584178,6584678,90,0.0196271
NC_035780.1,6584600,6585100,90,0.190325
NC_035780.1,6588195,6588695,90,0.51661
NC_035780.1,6588404,6588904,90,1
NC_035780.1,6588665,6589165,90,0.140659
NC_035780.1,6588960,6589460,90,0.133463
NC_035780.1,6589169,6589669,90,0.168261
NC_035780.1,6589271,6589771,90,0.0305135
NC_035780.1,6589284,6589784,90,0.012837
NC_035780.1,6589796,6590296,90,0.0292293
NC_035780.1,6590459,6590959,90,0.0122827
NC_035780.1,6591420,6591920,90,0.015015
NC_035780.1,6591466,6591966,90,0.709065
NC_035780.1,6591653,6592153,90,0.01428
NC_035780.1,6592132,6592632,90,0.0142029
NC_035780.1,6592856,6593356,90,0.213027
NC_035780.1,6593990,6594490,90,0.0823584
NC_035780.1,6594278,6594778,90,0.221547
NC_035780.1,6601365,6601865,90,1
NC_035780.1,6602746,6603246,90,0.00331167
NC_035780.1,6603150,6603650,90,0.0449334
NC_035780.1,6603650,6604150,90,0.0761435
NC_035780.1,6604995,6605495,90,0.050242
NC_035780.1,6605028,6605528,90,0.0148831
NC_035780.1,6605155,6605655,90,0.0151609
NC_035780.1,6605706,6606206,90,0.131068
NC_035780.1,6605787,6606287,90,0.0220898
NC_035780.1,6608744,6609244,90,0.0354291
NC_035780.1,6609320,6609820,90,0.0590687
NC_035780.1,6609325,6609825,90,0.580983
NC_035780.1,6609862,6610362,90,0.136624
NC_035780.1,6611107,6611607,90,0.0108108
NC_035780.1,6611468,6611968,90,0.210832
NC_035780.1,6613075,6613575,90,0.0282715
NC_035780.1,6613422,6613922,90,0.000144592
NC_035780.1,6614082,6614582,90,0.00881678
NC_035780.1,6614301,6614801,90,0.709464
NC_035780.1,6614302,6614802,90,0.00183164
NC_035780.1,6614385,6614885,90,0.215791
NC_035780.1,6614411,6614911,90,0.00180343
NC_035780.1,6614884,6615384,90,0.270744
NC_035780.1,6614885,6615385,90,0.1663
NC_035780.1,6614911,6615411,90,0.369921
NC_035780.1,6616836,6617336,90,0.619402
NC_035780.1,6617270,6617770,90,0.0557774
NC_035780.1,6617724,6618224,90,0.0640319
NC_035780.1,6618626,6619126,90,0.103359
NC_035780.1,6618898,6619398,90,0.0914994
NC_035780.1,6619081,6619581,90,0.229612
NC_035780.1,6619431,6619931,90,0.261037
NC_035780.1,6619788,6620288,90,0.0963561
NC_035780.1,6620219,6620719,90,0.00378343
NC_035780.1,6621394,6621894,90,0.00957973
NC_035780.1,6625946,6626446,90,0.0304648
NC_035780.1,7007810,7008310,90,0.0841075
NC_035780.1,7010047,7010547,90,0.0501833
NC_035780.1,7014834,7015334,90,0.0322613
NC_035780.1,7018635,7019135,90,0.0431783
NC_035780.1,7021801,7022301,90,0.00664863
NC_035780.1,7038323,7038823,90,0.355067
NC_035780.1,7041180,7041680,90,0.0205466
NC_035780.1,7041409,7041909,90,0.00321703
NC_035780.1,7044798,7045298,90,0.00528256
NC_035780.1,7045611,7046111,90,0.00303824
NC_035780.1,7060620,7061120,90,0.034759
NC_035780.1,7060763,7061263,90,0.00943002
NC_035780.1,7065693,7066193,90,0.196777
NC_035780.1,7074047,7074547,90,0.00871154
NC_035780.1,7092845,7093345,90,0.0791043
NC_035780.1,7093394,7093894,90,0.428316
NC_035780.1,7093423,7093923,90,0.0122273
NC_035780.1,7097678,7098178,90,0.00861555
NC_035780.1,7098245,7098745,90,0.000312129
NC_035780.1,7100149,7100649,90,0.0127551
NC_035780.1,7104228,7104728,90,4.97E-06
NC_035780.1,7107415,7107915,90,0.0492509
NC_035780.1,7109219,7109719,90,0.00951319
NC_035780.1,7131294,7131794,90,0.0422495
NC_035780.1,7131322,7131822,90,0.070575
NC_035780.1,7131621,7132121,90,0.0114197
NC_035780.1,7133862,7134362,90,0.110369
NC_035780.1,7134357,7134857,90,0.361788
NC_035780.1,7138713,7139213,90,0.0122236
NC_035780.1,7139213,7139713,90,0.0181139
NC_035780.1,7156982,7157482,90,0.0101604
NC_035780.1,7157482,7157982,90,0.0989001
NC_035780.1,7157550,7158050,90,0.157889
NC_035780.1,7160722,7161222,90,0.0243777
NC_035780.1,7175500,7176000,90,0.0263249
NC_035780.1,7177181,7177681,90,0.00131948
NC_035780.1,7182016,7182516,90,0.00181305
NC_035780.1,7187292,7187792,90,0.0102764
NC_035780.1,7189367,7189867,90,0.0322581
NC_035780.1,7190228,7190728,90,0.0708005
NC_035780.1,7194329,7194829,90,0.00728733
NC_035780.1,7198238,7198738,90,0.0111592
NC_035780.1,7199030,7199530,90,0.0776974
NC_035780.1,7199181,7199681,90,0.0429415
NC_035780.1,7202554,7203054,90,0.0781763
NC_035780.1,7202658,7203158,90,0.0244561
NC_035780.1,7204000,7204500,90,0.00929143
NC_035780.1,7209780,7210280,90,0.795914
NC_035780.1,7211392,7211892,90,0.424246
NC_035780.1,7213329,7213829,90,0.0722799
NC_035780.1,7215390,7215890,90,0.000745119
NC_035780.1,7215524,7216024,90,0.0463686
NC_035780.1,7218890,7219390,90,0.0356493
NC_035780.1,7219374,7219874,90,0.0156395
NC_035780.1,7225541,7226041,90,0.0641334
NC_035780.1,7294413,7294913,90,0.295151
NC_035780.1,7294415,7294915,90,0.019462
NC_035780.1,7296444,7296944,90,0.395324
NC_035780.1,7296694,7297194,90,0.895971
NC_035780.1,7297306,7297806,90,0.376867
NC_035780.1,7301245,7301745,90,0.0995107
NC_035780.1,7301649,7302149,90,0.0282539
NC_035780.1,7301756,7302256,90,0.751167
NC_035780.1,7303348,7303848,90,0.737084
NC_035780.1,7309689,7310189,90,0.0644025
NC_035780.1,7330249,7330749,90,0.145328
NC_035780.1,7330719,7331219,90,0.0635591
NC_035780.1,7331020,7331520,90,0.12335
NC_035780.1,7331062,7331562,90,0.0303399
NC_035780.1,7331270,7331770,90,0.0404365
NC_035780.1,7331458,7331958,90,0.0371753
NC_035780.1,7334994,7335494,90,0.00946293
NC_035780.1,7337840,7338340,90,0.13672
NC_035780.1,7337953,7338453,90,0.000234962
NC_035780.1,7338533,7339033,90,0.0781146
NC_035780.1,7338542,7339042,90,0.151334
NC_035780.1,7338898,7339398,90,0.0909583
NC_035780.1,7339772,7340272,90,0.0728391
NC_035780.1,7340571,7341071,90,0.0347502
NC_035780.1,7341071,7341571,90,0.473174
NC_035780.1,7341132,7341632,90,0.421801
NC_035780.1,7341632,7342132,90,0.118521
NC_035780.1,7341703,7342203,90,0.0304685
NC_035780.1,7343230,7343730,90,0.00909091
NC_035780.1,7343400,7343900,90,0.0281641
NC_035780.1,7343405,7343905,90,0.220111
NC_035780.1,7343406,7343906,90,0.0407584
NC_035780.1,7343421,7343921,90,0.209193
NC_035780.1,7343900,7344400,90,4.87E-05
NC_035780.1,7343904,7344404,90,0.0477766
NC_035780.1,7351202,7351702,90,0.138439
NC_035780.1,7351558,7352058,90,0.293941
NC_035780.1,7351747,7352247,90,0.00816327
NC_035780.1,7352380,7352880,90,0.516925
NC_035780.1,7352397,7352897,90,0.0170339
NC_035780.1,7352412,7352912,90,0.142996
NC_035780.1,7352591,7353091,90,0.0622
NC_035780.1,7358456,7358956,90,0.291484
NC_035780.1,7361793,7362293,90,0.0253411
NC_035780.1,7363335,7363835,90,0.0136258
NC_035780.1,7366756,7367256,90,0.346645
NC_035780.1,7366771,7367271,90,0.0500957
NC_035780.1,7368723,7369223,90,0.0613704
NC_035780.1,7369231,7369731,90,0.0812334
NC_035780.1,7370605,7371105,90,0.0154254
NC_035780.1,7370838,7371338,90,6.04E-05
NC_035780.1,7371105,7371605,90,0.0154712
NC_035780.1,7372194,7372694,90,0.14416
NC_035780.1,7375504,7376004,90,0.684466
NC_035780.1,7379990,7380490,90,0.22964
NC_035780.1,7379996,7380496,90,0.0408315
NC_035780.1,7380090,7380590,90,0.0168839
NC_035780.1,7380131,7380631,90,0.102606
NC_035780.1,7380545,7381045,90,0.164976
NC_035780.1,7380549,7381049,90,0.00440722
NC_035780.1,7380590,7381090,90,0.934771
NC_035780.1,7381045,7381545,90,0.264271
NC_035780.1,7387033,7387533,90,0.0190608
NC_035780.1,7387774,7388274,90,0.0932963
NC_035780.1,7388059,7388559,90,0.0471351
NC_035780.1,7398975,7399475,90,0.057019
NC_035780.1,7399344,7399844,90,0.0185615
NC_035780.1,7400522,7401022,90,0.200269
NC_035780.1,7400720,7401220,90,0.0138504
NC_035780.1,7400765,7401265,90,0.179318
NC_035780.1,7400783,7401283,90,0.0564559
NC_035780.1,7414742,7415242,90,0.0192426
NC_035780.1,7418098,7418598,90,0.215617
NC_035780.1,7418437,7418937,90,0.804847
NC_035780.1,7430835,7431335,90,0.0401512
NC_035780.1,7431642,7432142,90,0.00196529
NC_035780.1,7435060,7435560,90,0.0523938
NC_035780.1,7442194,7442694,90,0.415631
NC_035780.1,7442231,7442731,90,0.0469492
NC_035780.1,7442232,7442732,90,0.0469492
NC_035780.1,7442678,7443178,90,0.0324597
NC_035780.1,7443300,7443800,90,0.0193237
NC_035780.1,7444252,7444752,90,0.0362341
NC_035780.1,7444557,7445057,90,0.0570357
NC_035780.1,7445245,7445745,90,0.0388047
NC_035780.1,7445262,7445762,90,0.00900913
NC_035780.1,7446121,7446621,90,0.289849
NC_035780.1,7446577,7447077,90,0.027439
NC_035780.1,7447659,7448159,90,0.020252
NC_035780.1,7449382,7449882,90,0.0213139
NC_035780.1,7449471,7449971,90,0.00381215
NC_035780.1,7449882,7450382,90,0.0116904
NC_035780.1,7480959,7481459,90,0.0311422
NC_035780.1,7499223,7499723,90,0.0187677
NC_035780.1,7502951,7503451,90,0.00288916
NC_035780.1,7510252,7510752,90,0.092334
NC_035780.1,7510576,7511076,90,0.0439766
NC_035780.1,7510626,7511126,90,0.0233281
NC_035780.1,7510630,7511130,90,0.0483236
NC_035780.1,7510785,7511285,90,5.33E-05
NC_035780.1,7511590,7512090,90,0.0382375
NC_035780.1,7519659,7520159,90,0.486742
NC_035780.1,7519804,7520304,90,0.0658087
NC_035780.1,7520062,7520562,90,0.142756
NC_035780.1,7520301,7520801,90,0.00977517
NC_035780.1,7521803,7522303,90,0.0147959
NC_035780.1,7522298,7522798,90,0.0229568
NC_035780.1,7523115,7523615,90,0.00964042
NC_035780.1,7523849,7524349,90,0.749314
NC_035780.1,7527601,7528101,90,0.318811
NC_035780.1,7528357,7528857,90,0.203228
NC_035780.1,7528376,7528876,90,0.20237
NC_035780.1,7528549,7529049,90,0.00196808
NC_035780.1,7528910,7529410,90,0.113867
NC_035780.1,7530557,7531057,90,0.304373
NC_035780.1,7530592,7531092,90,0.146836
NC_035780.1,7537309,7537809,90,0.0854788
NC_035780.1,7537619,7538119,90,0.0116288
NC_035780.1,7539390,7539890,90,0.0234656
NC_035780.1,7539769,7540269,90,0.000287805
NC_035780.1,7540262,7540762,90,0.0414094
NC_035780.1,7546527,7547027,90,0.0138849
NC_035780.1,7548160,7548660,90,0.0384081
NC_035780.1,7553512,7554012,90,0.00682842
NC_035780.1,7554885,7555385,90,0.0422148
NC_035780.1,7576027,7576527,90,0.00616907
NC_035780.1,7576924,7577424,90,0.234946
NC_035780.1,7576994,7577494,90,0.00125694
NC_035780.1,7577494,7577994,90,0.784647
NC_035780.1,7582819,7583319,90,0.0471597
NC_035780.1,7583094,7583594,90,0.778226
NC_035780.1,7595213,7595713,90,0.00541508
NC_035780.1,7600760,7601260,90,0.0391256
NC_035780.1,7601755,7602255,90,0.0573928
NC_035780.1,7601937,7602437,90,0.0404188
NC_035780.1,7605820,7606320,90,0.129594
NC_035780.1,7622708,7623208,90,0.249145
NC_035780.1,7624654,7625154,90,0.138504
NC_035780.1,7627425,7627925,90,0.0719491
NC_035780.1,7627925,7628425,90,0.078314
NC_035780.1,7628134,7628634,90,0.000112734
NC_035780.1,7631070,7631570,90,0
NC_035780.1,7631575,7632075,90,0.00212857
NC_035780.1,7647942,7648442,90,0.114234
NC_035780.1,7657038,7657538,90,0.0442704
NC_035780.1,7665830,7666330,90,0.101374
NC_035780.1,7669510,7670010,90,0.00294032
NC_035780.1,7672175,7672675,90,0.0057548
NC_035780.1,7674111,7674611,90,0.000575374
NC_035780.1,7675453,7675953,90,0.0184217
NC_035780.1,7688975,7689475,90,0.0467542
NC_035780.1,7689242,7689742,90,0.645407
NC_035780.1,7695729,7696229,90,0.117682
NC_035780.1,7859779,7860279,90,0.0921435
NC_035780.1,7862867,7863367,90,0.406128
NC_035780.1,7862919,7863419,90,0.941926
NC_035780.1,7863477,7863977,90,0.941484
NC_035780.1,7884523,7885023,90,0.0584871
NC_035780.1,7884634,7885134,90,0.0742926
NC_035780.1,7885020,7885520,90,0.110428
NC_035780.1,7889925,7890425,90,0.0383592
NC_035780.1,7894246,7894746,90,0.113213
NC_035780.1,7900969,7901469,90,0.0204443
NC_035780.1,7902900,7903400,90,0.0129816
NC_035780.1,7922398,7922898,90,0.283873
NC_035780.1,7923070,7923570,90,0.8
NC_035780.1,7923401,7923901,90,0.36004
NC_035780.1,7923872,7924372,90,0.0258752
NC_035780.1,7926505,7927005,90,0.057175
NC_035780.1,7927515,7928015,90,0.0327111
NC_035780.1,7939044,7939544,90,0.00666389
NC_035780.1,7949856,7950356,90,0.00361763
NC_035780.1,7954531,7955031,90,0.0480261
NC_035780.1,7956063,7956563,90,0.222849
NC_035780.1,7956141,7956641,90,0.0663275
NC_035780.1,7956239,7956739,90,0.15916
NC_035780.1,7958314,7958814,90,0.082388
NC_035780.1,7958690,7959190,90,0.0109383
NC_035780.1,7962055,7962555,90,0.000692475
NC_035780.1,7968826,7969326,90,0.0494503
NC_035780.1,7969134,7969634,90,0.134254
NC_035780.1,7971766,7972266,90,0.655148
NC_035780.1,7972437,7972937,90,0.00532277
NC_035780.1,7972967,7973467,90,0.460059
NC_035780.1,7973752,7974252,90,0.0964208
NC_035780.1,7975288,7975788,90,0.00033389
NC_035780.1,7975420,7975920,90,0.0799005
NC_035780.1,7977647,7978147,90,0.267651
NC_035780.1,7977662,7978162,90,0.367488
NC_035780.1,7977871,7978371,90,0.298541
NC_035780.1,7983445,7983945,90,0.900515
NC_035780.1,7985171,7985671,90,0.0909538
NC_035780.1,7985671,7986171,90,8.27E-05
NC_035780.1,7986292,7986792,90,1
NC_035780.1,7986293,7986793,90,1
NC_035780.1,7986792,7987292,90,0.0310116
NC_035780.1,7987306,7987806,90,0.928334
NC_035780.1,7987806,7988306,90,0.0511667
NC_035780.1,7988642,7989142,90,0.00344612
NC_035780.1,7989142,7989642,90,0.743503
NC_035780.1,7991906,7992406,90,0.00351865
NC_035780.1,7991947,7992447,90,0.00759741
NC_035780.1,7996152,7996652,90,0.00169348
NC_035780.1,7996681,7997181,90,0.417011
NC_035780.1,7997039,7997539,90,0.0385432
NC_035780.1,7998398,7998898,90,0.0432692
NC_035780.1,8003662,8004162,90,0.0380817
NC_035780.1,8004283,8004783,90,0.228093
NC_035780.1,8004810,8005310,90,0.0896642
NC_035780.1,8006001,8006501,90,0.180704
NC_035780.1,8006039,8006539,90,0.19003
NC_035780.1,8006107,8006607,90,0.213646
NC_035780.1,8007339,8007839,90,0.013797
NC_035780.1,8007754,8008254,90,0.106255
NC_035780.1,8007785,8008285,90,0.0354781
NC_035780.1,8007786,8008286,90,0.00984756
NC_035780.1,8007792,8008292,90,0.02957
NC_035780.1,8007836,8008336,90,0.365079
NC_035780.1,8007839,8008339,90,6.14E-05
NC_035780.1,8007913,8008413,90,0.926523
NC_035780.1,8010393,8010893,90,0.125992
NC_035780.1,8010748,8011248,90,0.0907939
NC_035780.1,8011166,8011666,90,0.178907
NC_035780.1,8011248,8011748,90,0.0484062
NC_035780.1,8011384,8011884,90,7.43E-06
NC_035780.1,8011467,8011967,90,0.0538206
NC_035780.1,8011512,8012012,90,0.00338983
NC_035780.1,8012475,8012975,90,0.108127
NC_035780.1,8013234,8013734,90,0.231051
NC_035780.1,8016258,8016758,90,0.0359777
NC_035780.1,8016554,8017054,90,0.0389278
NC_035780.1,8016973,8017473,90,0.000587889
NC_035780.1,8017159,8017659,90,0.0781947
NC_035780.1,8017163,8017663,90,0.00563289
NC_035780.1,8018479,8018979,90,0.0159574
NC_035780.1,8018485,8018985,90,0.0517243
NC_035780.1,8022109,8022609,90,0.027439
NC_035780.1,8023449,8023949,90,0.0235448
NC_035780.1,8025803,8026303,90,0.00169348
NC_035780.1,8026319,8026819,90,0.00601962
NC_035780.1,8027104,8027604,90,0.0495453
NC_035780.1,8028085,8028585,90,0.0164148
NC_035780.1,8034002,8034502,90,0.230179
NC_035780.1,8034575,8035075,90,0.00156384
NC_035780.1,8043244,8043744,90,0.302409
NC_035780.1,8044701,8045201,90,0.000874891
NC_035780.1,8044721,8045221,90,0.143639
NC_035780.1,8045010,8045510,90,0.197508
NC_035780.1,8045489,8045989,90,0.0070575
NC_035780.1,8046292,8046792,90,0.00301452
NC_035780.1,8050504,8051004,90,0.0017795
NC_035780.1,8050508,8051008,90,0.0117021
NC_035780.1,8053490,8053990,90,0.0245921
NC_035780.1,8056517,8057017,90,0.491373
NC_035780.1,8062662,8063162,90,0.0784427
NC_035780.1,8074942,8075442,90,0.611367
NC_035780.1,8084214,8084714,90,0.264776
NC_035780.1,8084265,8084765,90,0.433274
NC_035780.1,8096256,8096756,90,0.0031078
NC_035780.1,8096385,8096885,90,0.0123457
NC_035780.1,8096664,8097164,90,0.213429
NC_035780.1,8096746,8097246,90,0.102951
NC_035780.1,8097484,8097984,90,0.0376275
NC_035780.1,8097537,8098037,90,0.028837
NC_035780.1,8101841,8102341,90,0.00918029
NC_035780.1,8102595,8103095,90,0.93064
NC_035780.1,8102727,8103227,90,0.747614
NC_035780.1,8103247,8103747,90,0.0237538
NC_035780.1,8104045,8104545,90,0.939849
NC_035780.1,8104319,8104819,90,0.0129957
NC_035780.1,8104514,8105014,90,0.00746416
NC_035780.1,8104840,8105340,90,0.0707675
NC_035780.1,8105139,8105639,90,0.383673
NC_035780.1,8105673,8106173,90,0.0221117
NC_035780.1,8106126,8106626,90,0.013901
NC_035780.1,8106552,8107052,90,0.0119048
NC_035780.1,8106569,8107069,90,0.303461
NC_035780.1,8107701,8108201,90,0.0156935
NC_035780.1,8110594,8111094,90,0.0106756
NC_035780.1,8120285,8120785,90,0.0276411
NC_035780.1,8131577,8132077,90,0.13299
NC_035780.1,8132085,8132585,90,0.0765367
NC_035780.1,8132086,8132586,90,0.217557
NC_035780.1,8132198,8132698,90,0.00499064
NC_035780.1,8133285,8133785,90,0.0713128
NC_035780.1,8133286,8133786,90,0.0175805
NC_035780.1,8134898,8135398,90,0.140164
NC_035780.1,8135078,8135578,90,0.000273605
NC_035780.1,8135176,8135676,90,0.00395672
NC_035780.1,8135466,8135966,90,0.000906732
NC_035780.1,8137186,8137686,90,0.855322
NC_035780.1,8137392,8137892,90,0.317579
NC_035780.1,8137396,8137896,90,0.609267
NC_035780.1,8137414,8137914,90,0.482784
NC_035780.1,8137553,8138053,90,0.770105
NC_035780.1,8137611,8138111,90,0.112273
NC_035780.1,8144702,8145202,90,0.0984479
NC_035780.1,8153755,8154255,90,0.0395721
NC_035780.1,8154071,8154571,90,0.000952381
NC_035780.1,8161615,8162115,90,0.0456129
NC_035780.1,8168053,8168553,90,0.0368434
NC_035780.1,8168553,8169053,90,0.363331
NC_035780.1,8171339,8171839,90,0.444181
NC_035780.1,8171439,8171939,90,0.00136853
NC_035780.1,8171598,8172098,90,0.329525
NC_035780.1,8173162,8173662,90,0.0256229
NC_035780.1,8180985,8181485,90,0.0368069
NC_035780.1,8181352,8181852,90,0.044097
NC_035780.1,8181781,8182281,90,0.0113914
NC_035780.1,8183199,8183699,90,0.0198454
NC_035780.1,8186108,8186608,90,0.0339249
NC_035780.1,8186731,8187231,90,0.000139815
NC_035780.1,8187199,8187699,90,0.815056
NC_035780.1,8190591,8191091,90,0.97028
NC_035780.1,8193976,8194476,90,0.0310304
NC_035780.1,8199471,8199971,90,0.000866626
NC_035780.1,8201713,8202213,90,0.00829187
NC_035780.1,8202623,8203123,90,0.0286241
NC_035780.1,8204624,8205124,90,0.000488281
NC_035780.1,8206693,8207193,90,0.0154909
NC_035780.1,8212146,8212646,90,0.627478
NC_035780.1,8212872,8213372,90,0.0185583
NC_035780.1,8218357,8218857,90,0.00192784
NC_035780.1,8226764,8227264,90,0.0370886
NC_035780.1,8226790,8227290,90,0.0242172
NC_035780.1,8227697,8228197,90,0.145513
NC_035780.1,8239771,8240271,90,0.844156
NC_035780.1,8239964,8240464,90,0.0238266
