CHR,POS1,POS2,N_INDV,R^2
NC_035780.1,7365184,7370184,90,0.0226194
NC_035780.1,7369766,7374766,90,0.0176647
NC_035780.1,7374673,7379673,90,0.000151252
NC_035780.1,7375100,7380100,90,0.800385
NC_035780.1,7375467,7380467,90,0.00531382
NC_035780.1,7379980,7384980,90,0.0172414
NC_035780.1,7396365,7401365,90,0.00502197
NC_035780.1,7396409,7401409,90,0.0996788
NC_035780.1,7397260,7402260,90,0.150926
NC_035780.1,7400128,7405128,90,0.00376113
NC_035780.1,7400703,7405703,90,0.0353779
NC_035780.1,7402331,7407331,90,0.0759623
NC_035780.1,7415239,7420239,90,1.27E-29
NC_035780.1,7418455,7423455,90,0.0308463
NC_035780.1,7429231,7434231,90,0.105115
NC_035780.1,7429753,7434753,90,0.00696163
NC_035780.1,7430139,7435139,90,0.0199284
NC_035780.1,7432152,7437152,90,0.233523
NC_035780.1,7434142,7439142,90,0.0432004
NC_035780.1,7438300,7443300,90,0.00212857
NC_035780.1,7438812,7443812,90,1.49E-29
NC_035780.1,7440245,7445245,90,0.00822368
NC_035780.1,7440767,7445767,90,0.00250172
NC_035780.1,7440792,7445792,90,0.0234604
NC_035780.1,7442098,7447098,90,0.00186794
NC_035780.1,7442232,7447232,90,0.0011078
NC_035780.1,7442852,7447852,90,0.039838
NC_035780.1,7445356,7450356,90,0.371581
NC_035780.1,7497613,7502613,90,0.056279
NC_035780.1,7498165,7503165,90,0.0108241
NC_035780.1,7499275,7504275,90,0.00409702
NC_035780.1,7503451,7508451,90,0.0186731
NC_035780.1,7504364,7509364,90,0.0953143
NC_035780.1,7505107,7510107,90,0.116195
NC_035780.1,7505561,7510561,90,0.0236531
NC_035780.1,7506071,7511071,90,0.0432462
NC_035780.1,7508512,7513512,90,6.45E-05
NC_035780.1,7508990,7513990,90,0.00144886
NC_035780.1,7511071,7516071,90,0.000682163
NC_035780.1,7518112,7523112,90,0.00107458
NC_035780.1,7520626,7525626,90,0.0375038
NC_035780.1,7521282,7526282,90,0.0057611
NC_035780.1,7523732,7528732,90,0.566183
NC_035780.1,7525505,7530505,90,0.00450448
NC_035780.1,7526122,7531122,90,0.0892297
NC_035780.1,7531122,7536122,90,0.0527654
NC_035780.1,7532899,7537899,90,0.0156932
NC_035780.1,7532901,7537901,90,0.00704788
NC_035780.1,7549945,7554945,90,0.0119112
NC_035780.1,7570566,7575566,90,0.148566
NC_035780.1,7570577,7575577,90,0.00993125
NC_035780.1,7570881,7575881,90,0.0125577
NC_035780.1,7572720,7577720,90,0.0152273
NC_035780.1,7576994,7581994,90,0.108514
NC_035780.1,7577001,7582001,90,0.0398823
NC_035780.1,7577650,7582650,90,0.00688486
NC_035780.1,7581474,7586474,90,0.0781284
NC_035780.1,7589446,7594446,90,0.00849367
NC_035780.1,7593017,7598017,90,0.00906707
NC_035780.1,7594759,7599759,90,0.0134488
NC_035780.1,7594856,7599856,90,0.000217081
NC_035780.1,7595819,7600819,90,0.00867712
NC_035780.1,7595830,7600830,90,0.173246
NC_035780.1,7596737,7601737,90,0.0232098
NC_035780.1,7596771,7601771,90,0.00418394
NC_035780.1,7599586,7604586,90,0.115081
NC_035780.1,7599588,7604588,90,0.227896
NC_035780.1,7599856,7604856,90,0.0310318
NC_035780.1,7600760,7605760,90,0.0133531
NC_035780.1,7600767,7605767,90,0.00342403
NC_035780.1,7601315,7606315,90,0.0103924
NC_035780.1,7601370,7606370,90,0.00020664
NC_035780.1,7601526,7606526,90,0.147605
NC_035780.1,7603040,7608040,90,0.00880411
NC_035780.1,7606048,7611048,90,0.000366464
NC_035780.1,7615873,7620873,90,0.025974
NC_035780.1,7623630,7628630,90,0.0201017
NC_035780.1,7628425,7633425,90,0.120325
NC_035780.1,7628459,7633459,90,0.0066737
NC_035780.1,7628479,7633479,90,0.0196534
NC_035780.1,7632067,7637067,90,0.00108366
NC_035780.1,7634080,7639080,90,0.100634
NC_035780.1,7636664,7641664,90,0.0120398
NC_035780.1,7638388,7643388,90,0.0090441
NC_035780.1,7644828,7649828,90,0.703109
NC_035780.1,7650978,7655978,90,0.000560337
NC_035780.1,7661408,7666408,90,0.0255026
NC_035780.1,7667643,7672643,90,0.012766
NC_035780.1,7670342,7675342,90,0.0540082
NC_035780.1,7676251,7681251,90,4.54E-05
NC_035780.1,7681997,7686997,90,0.118511
NC_035780.1,7684606,7689606,90,0.0980226
NC_035780.1,7686476,7691476,90,0.0582726
NC_035780.1,7860077,7865077,90,0.0575848
NC_035780.1,7879081,7884081,90,0.0532454
NC_035780.1,7891360,7896360,90,3.76E-06
NC_035780.1,7895076,7900076,90,0.00365229
NC_035780.1,7902768,7907768,90,0.00966806
NC_035780.1,7917845,7922845,90,0.0363461
NC_035780.1,7925716,7930716,90,0.152251
NC_035780.1,7933680,7938680,90,0.0279461
NC_035780.1,7935635,7940635,90,0.070147
NC_035780.1,7951337,7956337,90,0.00673972
NC_035780.1,7954940,7959940,90,0.0806682
NC_035780.1,7956983,7961983,90,0.000446229
NC_035780.1,7958945,7963945,90,0.0234479
NC_035780.1,7966101,7971101,90,0.343491
NC_035780.1,7966241,7971241,90,0.00217739
NC_035780.1,7967002,7972002,90,0.0242655
NC_035780.1,7968519,7973519,90,0.0554554
NC_035780.1,7968825,7973825,90,0.246005
NC_035780.1,7970638,7975638,90,0.044204
NC_035780.1,7971916,7976916,90,0.0419416
NC_035780.1,7971922,7976922,90,0.00528733
NC_035780.1,7972423,7977423,90,0.146545
NC_035780.1,7975781,7980781,90,0.000960038
NC_035780.1,7976630,7981630,90,0.0669856
NC_035780.1,7979921,7984921,90,0.431375
NC_035780.1,7980574,7985574,90,0.0396189
NC_035780.1,7980811,7985811,90,0.288148
NC_035780.1,7981630,7986630,90,0.0408431
NC_035780.1,7985817,7990817,90,0.466244
NC_035780.1,7986573,7991573,90,0.0801257
NC_035780.1,7986703,7991703,90,0.0172392
NC_035780.1,7986731,7991731,90,0.0315628
NC_035780.1,7987684,7992684,90,0.144587
NC_035780.1,7987759,7992759,90,0.564367
NC_035780.1,7988775,7993775,90,0.181898
NC_035780.1,7988786,7993786,90,0.188909
NC_035780.1,7991430,7996430,90,0.635804
NC_035780.1,7991703,7996703,90,0.0649292
NC_035780.1,7991822,7996822,90,0.619159
NC_035780.1,7992101,7997101,90,0.000280058
NC_035780.1,7993166,7998166,90,0.0289855
NC_035780.1,7998233,8003233,90,0.0159389
NC_035780.1,7999256,8004256,90,0.410213
NC_035780.1,7999484,8004484,90,0.0244157
NC_035780.1,8001390,8006390,90,0.224156
NC_035780.1,8003722,8008722,90,0.0148786
NC_035780.1,8003892,8008892,90,0.00657951
NC_035780.1,8004981,8009981,90,0.0399231
NC_035780.1,8006258,8011258,90,0.0351206
NC_035780.1,8006384,8011384,90,0.00840438
NC_035780.1,8006859,8011859,90,0.105838
NC_035780.1,8006863,8011863,90,0.0621358
NC_035780.1,8007431,8012431,90,4.61E-05
NC_035780.1,8007669,8012669,90,0.0325167
NC_035780.1,8008296,8013296,90,0.0161206
NC_035780.1,8008829,8013829,90,0.048019
NC_035780.1,8010936,8015936,90,0.00231744
NC_035780.1,8011258,8016258,90,0.0234338
NC_035780.1,8011600,8016600,90,0.0169811
NC_035780.1,8011630,8016630,90,0.0111222
NC_035780.1,8011658,8016658,90,0.00523461
NC_035780.1,8011666,8016666,90,0.000130617
NC_035780.1,8011760,8016760,90,0.082336
NC_035780.1,8011863,8016863,90,0.00325895
NC_035780.1,8011973,8016973,90,5.08E-05
NC_035780.1,8012497,8017497,90,0.00757131
NC_035780.1,8012660,8017660,90,0.0191663
NC_035780.1,8012669,8017669,90,0.00744929
NC_035780.1,8012999,8017999,90,0.0105774
NC_035780.1,8013197,8018197,90,0.028599
NC_035780.1,8016934,8021934,90,0.088078
NC_035780.1,8018197,8023197,90,0.0349724
NC_035780.1,8018198,8023198,90,0.0858297
NC_035780.1,8018275,8023275,90,0.206536
NC_035780.1,8018468,8023468,90,0.00805344
NC_035780.1,8023197,8028197,90,0.11039
NC_035780.1,8023338,8028338,90,0.00772228
NC_035780.1,8026359,8031359,90,0
NC_035780.1,8032284,8037284,90,0.0019518
NC_035780.1,8041796,8046796,90,0.045041
NC_035780.1,8046008,8051008,90,0.00385177
NC_035780.1,8059877,8064877,90,0.308631
NC_035780.1,8063372,8068372,90,1.01E-05
NC_035780.1,8069909,8074909,90,0.0356278
NC_035780.1,8090542,8095542,90,0.0974188
NC_035780.1,8090543,8095543,90,0.158269
NC_035780.1,8096705,8101705,90,0.00593945
NC_035780.1,8096997,8101997,90,0.0126728
NC_035780.1,8097232,8102232,90,0.318346
NC_035780.1,8097574,8102574,90,0.0919453
NC_035780.1,8098153,8103153,90,0.102701
NC_035780.1,8104840,8109840,90,0.087635
NC_035780.1,8105012,8110012,90,0.0194624
NC_035780.1,8105013,8110013,90,0.00119921
NC_035780.1,8105562,8110562,90,0.00621118
NC_035780.1,8105584,8110584,90,0.028117
NC_035780.1,8117931,8122931,90,0.0158391
NC_035780.1,8127198,8132198,90,0.043956
NC_035780.1,8128611,8133611,90,0.112086
NC_035780.1,8132186,8137186,90,0.00926907
NC_035780.1,8132758,8137758,90,0.115625
NC_035780.1,8132944,8137944,90,0.221382
NC_035780.1,8133095,8138095,90,0.00676407
NC_035780.1,8133850,8138850,90,0.0169624
NC_035780.1,8135902,8140902,90,0.021652
NC_035780.1,8152728,8157728,90,0.00713267
NC_035780.1,8157275,8162275,90,0.0209634
NC_035780.1,8161606,8166606,90,0.15717
NC_035780.1,8164417,8169417,90,0.000162973
NC_035780.1,8168771,8173771,90,0.0391763
NC_035780.1,8170502,8175502,90,0.0508006
NC_035780.1,8170718,8175718,90,0.0257649
NC_035780.1,8175415,8180415,90,0.00666906
NC_035780.1,8176854,8181854,90,0.0733521
NC_035780.1,8181692,8186692,90,0.032758
NC_035780.1,8182280,8187280,90,0.0850185
NC_035780.1,8186731,8191731,90,0.101572
NC_035780.1,8187378,8192378,90,0.00441051
NC_035780.1,8201063,8206063,90,0.026003
NC_035780.1,8203287,8208287,90,0.0490017
NC_035780.1,8203475,8208475,90,0.0164541
NC_035780.1,8203543,8208543,90,0.171029
NC_035780.1,8206342,8211342,90,0.705015
NC_035780.1,8208282,8213282,90,0.151507
NC_035780.1,8209715,8214715,90,2.25E-05
NC_035780.1,8221563,8226563,90,0.036142
NC_035780.1,8234764,8239764,90,0.0119145
NC_035780.1,8235271,8240271,90,0.016
NC_035780.1,8236385,8241385,90,0.0568381
NC_035780.1,8237953,8242953,90,0.0455749
NC_035780.1,8239166,8244166,90,0.0509056
NC_035780.1,8243846,8248846,90,0.0204773
NC_035780.1,8244162,8249162,90,0.039944
NC_035780.1,8244170,8249170,90,0.0716025
NC_035780.1,8244327,8249327,90,0.167171
NC_035780.1,8248795,8253795,90,0.102324
NC_035780.1,8263503,8268503,90,0.00552275
NC_035780.1,8265102,8270102,90,2.11E-06
NC_035780.1,8265181,8270181,90,0.0169617
NC_035780.1,8268318,8273318,90,0.254046
NC_035780.1,8268452,8273452,90,0.0276817
NC_035780.1,8276508,8281508,90,0.0180804
NC_035780.1,8276530,8281530,90,0.0712893
NC_035780.1,8277644,8282644,90,0.0488849
NC_035780.1,8281342,8286342,90,0.066125
NC_035780.1,8283323,8288323,90,0.0132701
NC_035780.1,8283334,8288334,90,0.312712
NC_035780.1,8284990,8289990,90,0.02464
NC_035780.1,8285100,8290100,90,0.00111605
NC_035780.1,8286511,8291511,90,0.00296209
NC_035780.1,8290582,8295582,90,0.0204082
NC_035780.1,8290720,8295720,90,0.0537043
NC_035780.1,8303265,8308265,90,0.0775548
NC_035780.1,8303276,8308276,90,9.40E-05
NC_035780.1,8304903,8309903,90,0.05079
NC_035780.1,8306284,8311284,90,0.0368747
NC_035780.1,8310294,8315294,90,0.10793
NC_035780.1,8321776,8326776,90,0.115204
NC_035780.1,8322720,8327720,90,0.00727238
NC_035780.1,8323450,8328450,90,0.0524272
NC_035780.1,8323531,8328531,90,0.0171779
NC_035780.1,8347111,8352111,90,0.073876
NC_035780.1,8383712,8388712,90,0.0294235
NC_035780.1,8398069,8403069,90,0.000296912
NC_035780.1,8399855,8404855,90,0.0330928
NC_035780.1,8399917,8404917,90,0.00915364
NC_035780.1,8407192,8412192,90,0.000474834
NC_035780.1,8427509,8432509,90,0.0919143
NC_035780.1,8439513,8444513,90,0.0173913
NC_035780.1,8439769,8444769,90,0.137838
NC_035780.1,8441624,8446624,90,0.0718741
NC_035780.1,8441625,8446625,90,0.238459
NC_035780.1,8445100,8450100,90,0.106505
NC_035780.1,8447113,8452113,90,0.0137287
NC_035780.1,8447203,8452203,90,0.0082361
NC_035780.1,8457973,8462973,90,1.45E-29
NC_035780.1,8458344,8463344,90,0.0335971
NC_035780.1,8464891,8469891,90,0.000446509
NC_035780.1,8465133,8470133,90,0.000380807
NC_035780.1,8472459,8477459,90,0.0112594
NC_035780.1,8475436,8480436,90,0.00322997
NC_035780.1,8483668,8488668,90,0.0260408
NC_035780.1,8487456,8492456,90,0.0132556
NC_035780.1,8488792,8493792,90,0.153834
NC_035780.1,8492146,8497146,90,0.0555259
NC_035780.1,8492526,8497526,90,0.00159283
NC_035780.1,8494362,8499362,90,0.00342162
NC_035780.1,8495049,8500049,90,0.27025
NC_035780.1,8499993,8504993,90,0.0969571
NC_035780.1,8505618,8510618,90,0.092717
NC_035780.1,8509491,8514491,90,0.0254728
NC_035780.1,8512853,8517853,90,0.0404073
NC_035780.1,8515462,8520462,90,0.0146921
NC_035780.1,8515837,8520837,90,0.0437814
NC_035780.1,8517946,8522946,90,1.66E-05
NC_035780.1,8522451,8527451,90,0.0320471
NC_035780.1,8522991,8527991,90,0.000912242
NC_035780.1,8532791,8537791,90,0.0430953
NC_035780.1,8536731,8541731,90,0.014153
NC_035780.1,8541753,8546753,90,0.0123457
NC_035780.1,8567813,8572813,90,0.0701606
NC_035780.1,8573200,8578200,90,0.00519414
NC_035780.1,8573206,8578206,90,0.12148
NC_035780.1,8573565,8578565,90,0.0133779
NC_035780.1,8631004,8636004,90,0.0495134
NC_035780.1,8638844,8643844,90,0.200153
NC_035780.1,8641639,8646639,90,0.0267487
NC_035780.1,8641798,8646798,90,0.0100706
NC_035780.1,8643115,8648115,90,0.13025
NC_035780.1,8647290,8652290,90,0.00116261
NC_035780.1,8652673,8657673,90,0.0495365
NC_035780.1,8658392,8663392,90,0.0135656
NC_035780.1,8669096,8674096,90,0.00101194
NC_035780.1,8674042,8679042,90,0.0226672
NC_035780.1,8679097,8684097,90,0.0418363
NC_035780.1,8686714,8691714,90,0.37601
NC_035780.1,8713279,8718279,90,0.0100459
NC_035780.1,8716838,8721838,90,0.299606
NC_035780.1,8717568,8722568,90,0.00758174
NC_035780.1,8717750,8722750,90,0.00476304
NC_035780.1,8718918,8723918,90,0.125391
NC_035780.1,8719604,8724604,90,0.139058
NC_035780.1,8723610,8728610,90,0.0780421
NC_035780.1,8724314,8729314,90,0.083959
NC_035780.1,8725253,8730253,90,0.0476332
NC_035780.1,8728560,8733560,90,0.391098
NC_035780.1,8728628,8733628,90,0.245586
NC_035780.1,8730369,8735369,90,0.216145
NC_035780.1,8730868,8735868,90,0.0688632
NC_035780.1,8735007,8740007,90,0.000156661
NC_035780.1,8735071,8740071,90,0.00750006
NC_035780.1,8737886,8742886,90,0.0798632
NC_035780.1,8740007,8745007,90,0.0196278
NC_035780.1,8742593,8747593,90,0.0422731
NC_035780.1,8743480,8748480,90,0.261163
NC_035780.1,8744570,8749570,90,0.00460961
NC_035780.1,8744707,8749707,90,0.0745996
NC_035780.1,8744811,8749811,90,0.0199252
NC_035780.1,8750145,8755145,90,0.0171756
NC_035780.1,8751692,8756692,90,0.0138889
NC_035780.1,8753347,8758347,90,0.0111386
NC_035780.1,8755515,8760515,90,0.000127809
NC_035780.1,8756133,8761133,90,0.000122234
NC_035780.1,8756142,8761142,90,0.0138145
NC_035780.1,8758337,8763337,90,0.394435
NC_035780.1,8758347,8763347,90,0.0131323
NC_035780.1,8772181,8777181,90,0.0221606
NC_035780.1,8773396,8778396,90,0.0451155
NC_035780.1,8774287,8779287,90,0.00460892
NC_035780.1,8774310,8779310,90,0.0536575
NC_035780.1,8774761,8779761,90,0.487293
NC_035780.1,8774933,8779933,90,0.0154217
NC_035780.1,8777001,8782001,90,0.000799071
NC_035780.1,8777222,8782222,90,0.0782313
NC_035780.1,8778249,8783249,90,0.242417
NC_035780.1,8780640,8785640,90,0.00312012
NC_035780.1,8782001,8787001,90,0.143534
NC_035780.1,8783243,8788243,90,0.0286264
NC_035780.1,8783265,8788265,90,0.0828352
NC_035780.1,8788061,8793061,90,0.0394381
NC_035780.1,8789601,8794601,90,0.0987153
NC_035780.1,8790308,8795308,90,0.00246677
NC_035780.1,8794645,8799645,90,0.195485
NC_035780.1,8795276,8800276,90,0.0293481
NC_035780.1,8795342,8800342,90,0.00534007
